Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","2.48","E","Estimated value"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","18.38","E","Estimated value"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","17.96","E","Estimated value"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","624","Guinea-Bissau","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.07","E","Estimated value"
"FBS","Food Balances (2010-)","328","Guyana","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","30.15","E","Estimated value"
"FBS","Food Balances (2010-)","328","Guyana","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","220.15","E","Estimated value"
"FBS","Food Balances (2010-)","328","Guyana","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","88.57","E","Estimated value"
"FBS","Food Balances (2010-)","328","Guyana","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.14","E","Estimated value"
"FBS","Food Balances (2010-)","328","Guyana","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","2.27","E","Estimated value"
"FBS","Food Balances (2010-)","332","Haiti","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","17.24","E","Estimated value"
"FBS","Food Balances (2010-)","332","Haiti","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","15.23","E","Estimated value"
"FBS","Food Balances (2010-)","332","Haiti","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","61.02","E","Estimated value"
"FBS","Food Balances (2010-)","332","Haiti","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.4","E","Estimated value"
"FBS","Food Balances (2010-)","332","Haiti","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.39","E","Estimated value"
"FBS","Food Balances (2010-)","340","Honduras","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","41.73","E","Estimated value"
"FBS","Food Balances (2010-)","340","Honduras","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","17.95","E","Estimated value"
"FBS","Food Balances (2010-)","340","Honduras","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","10.53","E","Estimated value"
"FBS","Food Balances (2010-)","340","Honduras","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","340","Honduras","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.19","E","Estimated value"
"FBS","Food Balances (2010-)","348","Hungary","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","19.23","E","Estimated value"
"FBS","Food Balances (2010-)","348","Hungary","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","66.71","E","Estimated value"
"FBS","Food Balances (2010-)","348","Hungary","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","19.96","E","Estimated value"
"FBS","Food Balances (2010-)","348","Hungary","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.29","E","Estimated value"
"FBS","Food Balances (2010-)","348","Hungary","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.24","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","33.05","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","49.64","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","23.99","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.44","E","Estimated value"
"FBS","Food Balances (2010-)","352","Iceland","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","356","India","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","20.23","E","Estimated value"
"FBS","Food Balances (2010-)","356","India","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","60.6","E","Estimated value"
"FBS","Food Balances (2010-)","356","India","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","27.02","E","Estimated value"
"FBS","Food Balances (2010-)","356","India","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","356","India","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","360","Indonesia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","23.97","E","Estimated value"
"FBS","Food Balances (2010-)","360","Indonesia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","33.64","E","Estimated value"
"FBS","Food Balances (2010-)","360","Indonesia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","24.18","E","Estimated value"
"FBS","Food Balances (2010-)","360","Indonesia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","360","Indonesia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","3.86","E","Estimated value"
"FBS","Food Balances (2010-)","364","Iran (Islamic Republic of)","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","27.41","E","Estimated value"
"FBS","Food Balances (2010-)","364","Iran (Islamic Republic of)","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","111.94","E","Estimated value"
"FBS","Food Balances (2010-)","364","Iran (Islamic Republic of)","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","49.51","E","Estimated value"
"FBS","Food Balances (2010-)","364","Iran (Islamic Republic of)","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.12","E","Estimated value"
"FBS","Food Balances (2010-)","364","Iran (Islamic Republic of)","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.3","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","16.99","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","49.75","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","28.5","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.33","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","32.65","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","71.38","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","17.01","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.34","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","23.97","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","98.93","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","47.82","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.22","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","30.75","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","84.07","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","38.59","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.06","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.14","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","49.67","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","71.08","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","20.13","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","10.46","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","16.5","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","75.78","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","11.02","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","5.1","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","36.3","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","65.26","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","4.33","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.03","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","27.46","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","164.93","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","20.8","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","5.43","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.4","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","16.02","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","35.87","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","19.01","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.12","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","43.96","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","51.44","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","13.21","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.08","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","5.15","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","38.01","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","109.86","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","21.42","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.57","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.43","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","14.9","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","107.05","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","13.59","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.49","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","9.25","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","257.93","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","7.68","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","23.85","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","111.72","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","12.23","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.41","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","6.79","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","39.06","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","78.83","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","24.87","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.56","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","8.35","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","22.32","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","8.28","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","3.39","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.17","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","6.16","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","27.07","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","0.69","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.05","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.11","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","27.47","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","80.48","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","29.87","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.25","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.3","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","31.15","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","57.53","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","9.06","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.71","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","14.23","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","68.92","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","26.07","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","1.77","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","2.58","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","7.56","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","15.63","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","23.24","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.35","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.44","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","11.91","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","24.65","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","92.73","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","0.3","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","41.67","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","54.07","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","14.88","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","8.58","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","29.26","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","40.29","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","17.78","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","0.11","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.13","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","11.39","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","81.69","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","33.59","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","2.89","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.37","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","F2542","Sugar (Raw Equivalent)","2015","2015","kg","50.92","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","F2605","Vegetables, other","2015","2015","kg","152.5","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","F2625","Fruits, other","2015","2015","kg","21.59","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","F2735","Meat, Other","2015","2015","kg","5.36","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","645","Food supply quantity (kg/capita/yr)","F2764","Marine Fish, Other","2015","2015","kg","1.83","E","Estimated value"
